1.25,1.75,2.25,2.75,3.25,3.75,4.25,4.75,5.25,5.75,6.25,6.75,7.25,7.75,8.25,8.75,9.25,9.75,10.25,10.75,11.25,11.75,12.25,12.75,13.25,13.75,14.25,14.75,15.25,15.75,16.25,16.75,17.25,17.75,18.25,18.75,19.25,19.75,20.25,20.75,21.25,21.75,22.25,22.75,23.25,23.75,24.25,24.75,25.25,25.75,26.25,26.75,27.25,27.75,28.25,28.75,29.25,29.75,30.25,30.75,31.25,31.75,32.25,32.75,33.25,33.75,34.25,34.75,35.25,35.75,36.25,36.75,37.25,37.75,38.25,38.75,39.25,39.75,40.25,40.75,41.25,41.75,42.25,42.75,43.25,43.75,44.25,44.75,45.25,45.75,46.25,46.75,47.25,47.75,48.25,48.75,49.25,49.75,50.25,50.75,51.25,51.75,52.25,52.75,53.25,53.75,54.25,54.75,55.25,55.75,56.25,56.75,57.25,57.75,58.25,58.75,59.25,59.75,60.25,60.75,61.25,61.75,62.25,62.75,63.25,63.75,64.25,64.75,65.25,65.75,66.25,66.75,67.25,67.75,68.25,68.75,69.25,69.75,70.25,70.75,71.25,71.75,72.25,72.75,73.25,73.75,74.25,74.75,75.25,75.75,76.25,76.75,77.25,77.75,78.25,78.75,79.25,79.75,80.25,80.75,81.25,81.75,82.25,82.75,83.25,83.75,84.25,84.75,85.25,85.75,86.25,86.75,87.25,87.75,88.25,88.75,89.25,89.75,90.25,90.75,91.25,91.75,92.25,92.75,93.25,93.75,94.25,94.75,95.25,95.75,96.25,96.75,97.25,97.75,98.25,98.75,99.25,99.75,100.25,100.75,101.25,101.75,102.25,102.75,103.25,103.75,104.25,104.75,105.25,105.75,106.25,106.75,107.25,107.75,108.25,108.75,109.25,109.75,110.25,110.75,111.25,111.75,112.25,112.75,113.25,113.75,114.25,114.75,115.25,115.75,116.25,116.75,117.25,117.75,118.25,118.75,119.25,119.75
2252,898.4,441.9,248.3,152.6,100.2,69.15,49.65,36.8,28.01,21.79,17.29,13.94,11.41,9.458,7.931,6.719,5.745,4.955,4.306,3.77,3.323,2.946,2.628,2.357,2.124,1.924,1.751,1.6,1.468,1.352,1.249,1.159,1.079,1.007,0.943,0.885,0.834,0.787,0.745,0.707,0.672,0.64,0.611,0.585,0.561,0.538,0.518,0.499,0.482,0.465,0.45,0.437,0.424,0.412,0.4,0.39,0.38,0.371,0.363,0.355,0.347,0.34,0.333,0.327,0.321,0.315,0.31,0.305,0.3,0.296,0.292,0.287,0.284,0.28,0.276,0.273,0.27,0.267,0.264,0.261,0.258,0.256,0.253,0.251,0.249,0.247,0.245,0.243,0.241,0.239,0.237,0.235,0.234,0.232,0.231,0.229,0.228,0.226,0.225,0.224,0.222,0.221,0.22,0.219,0.218,0.217,0.216,0.214,0.213,0.212,0.212,0.211,0.21,0.209,0.208,0.207,0.206,0.206,0.205,0.204,0.203,0.203,0.202,0.201,0.2,0.2,0.199,0.198,0.198,0.197,0.197,0.196,0.195,0.195,0.194,0.194,0.193,0.193,0.192,0.192,0.191,0.191,0.19,0.19,0.189,0.189,0.188,0.188,0.187,0.187,0.186,0.186,0.186,0.185,0.185,0.184,0.184,0.184,0.183,0.183,0.182,0.182,0.182,0.181,0.181,0.18,0.18,0.18,0.179,0.179,0.179,0.178,0.178,0.178,0.177,0.177,0.177,0.176,0.176,0.176,0.176,0.175,0.175,0.175,0.174,0.174,0.174,0.173,0.173,0.173,0.173,0.172,0.172,0.172,0.171,0.171,0.171,0.171,0.17,0.17,0.17,0.17,0.169,0.169,0.169,0.169,0.168,0.168,0.168,0.168,0.167,0.167,0.167,0.167,0.166,0.166,0.166,0.166,0.165,0.165,0.165,0.165,0.165,0.164,0.164,0.164,0.164,0.163,0.163,0.163,0.163,0.163,0.162,0.162,0.162,0.162,0.162
